"Family","Genus","Species","Body Mass(gram)","Binomial"
"Fringillidae","Atlapetes","pileatus",24,"Atlapetes pileatus"
"Fringillidae","Atlapetes","rufigenis",37.6,"Atlapetes rufigenis"
"Fringillidae","Atlapetes","rufinucha",21.6,"Atlapetes rufinucha"
"Fringillidae","Atlapetes","schistaceus",28.1,"Atlapetes schistaceus"
"Fringillidae","Atlapetes","seebohmi",26.1,"Atlapetes seebohmi"
"Fringillidae","Atlapetes","semirufus",30.7,"Atlapetes semirufus"
"Fringillidae","Atlapetes","terborghi",33,"Atlapetes terborghi"
"Fringillidae","Atlapetes","tricolor",36.5,"Atlapetes tricolor"
"Fringillidae","Bangsia","arcaei",37.2,"Bangsia arcaei"
"Fringillidae","Bangsia","aureocincta",41.7,"Bangsia aureocincta"
"Fringillidae","Bangsia","edwardsi",37,"Bangsia edwardsi"
"Fringillidae","Bangsia","melanochlamys",37.2,"Bangsia melanochlamys"
"Fringillidae","Bangsia","rothschildi",29.6,"Bangsia rothschildi"
"Fringillidae","Basileuterus","basilicus",14.2,"Basileuterus basilicus"
"Fringillidae","Basileuterus","belli",10.4,"Basileuterus belli"
"Fringillidae","Basileuterus","bivittatus",14.6,"Basileuterus bivittatus"
"Fringillidae","Basileuterus","chlorophrys",10.7,"Basileuterus chlorophrys"
"Fringillidae","Basileuterus","chrysogaster",11.2,"Basileuterus chrysogaster"
"Fringillidae","Basileuterus","cinereicollis",13.1,"Basileuterus cinereicollis"
"Fringillidae","Basileuterus","conspicillatus",13.1,"Basileuterus conspicillatus"
"Fringillidae","Basileuterus","coronatus",16.3,"Basileuterus coronatus"
"Fringillidae","Basileuterus","culicivorus",10.5,"Basileuterus culicivorus"
"Fringillidae","Basileuterus","delatrii",11.3,"Basileuterus delatrii"
"Fringillidae","Basileuterus","flaveolus",13.2,"Basileuterus flaveolus"
"Fringillidae","Basileuterus","fraseri",11.6,"Basileuterus fraseri"
"Fringillidae","Basileuterus","fulvicauda",14.9,"Basileuterus fulvicauda"
"Fringillidae","Basileuterus","griseiceps",13.1,"Basileuterus griseiceps"
"Fringillidae","Basileuterus","hypoleucus",11.4,"Basileuterus hypoleucus"
"Fringillidae","Basileuterus","ignotus",11,"Basileuterus ignotus"
"Fringillidae","Basileuterus","leucoblepharus",15.1,"Basileuterus leucoblepharus"
"Fringillidae","Basileuterus","leucophrys",18.1,"Basileuterus leucophrys"
"Fringillidae","Basileuterus","luteoviridis",13,"Basileuterus luteoviridis"
"Fringillidae","Basileuterus","melanogenys",11.8,"Basileuterus melanogenys"
"Fringillidae","Basileuterus","nigrocristatus",13.7,"Basileuterus nigrocristatus"
"Fringillidae","Basileuterus","rivularis",13.5,"Basileuterus rivularis"
"Fringillidae","Basileuterus","roraimae",14.5,"Basileuterus roraimae"
"Fringillidae","Basileuterus","rufifrons",10.4,"Basileuterus rufifrons"
"Fringillidae","Basileuterus","signatus",11.3,"Basileuterus signatus"
"Fringillidae","Basileuterus","trifasciatus",9.7,"Basileuterus trifasciatus"
"Fringillidae","Basileuterus","tristriatus",12.1,"Basileuterus tristriatus"
"Fringillidae","Buarremon","atricapillus",34.9,"Buarremon atricapillus"
"Fringillidae","Buarremon","brunneinuchus",44.1,"Buarremon brunneinuchus"
"Fringillidae","Buarremon","torquatus",42.7,"Buarremon torquatus"
"Fringillidae","Buarremon","virenticeps",41,"Buarremon virenticeps"
"Fringillidae","Buthraupis","aureodorsalis",85,"Buthraupis aureodorsalis"
"Fringillidae","Buthraupis","eximia",62.7,"Buthraupis eximia"
"Fringillidae","Buthraupis","montana",87.5,"Buthraupis montana"
"Fringillidae","Buthraupis","wetmorei",62.5,"Buthraupis wetmorei"
"Fringillidae","Cacicus","cela",87.5,"Cacicus cela"
"Fringillidae","Cacicus","chrysonotus",93.5,"Cacicus chrysonotus"
"Fringillidae","Cacicus","chrysopterus",36.5,"Cacicus chrysopterus"
"Fringillidae","Cacicus","haemorrhous",85.4,"Cacicus haemorrhous"
"Fringillidae","Cacicus","koepckeae",58.5,"Cacicus koepckeae"
"Fringillidae","Cacicus","leucoramphus",93.5,"Cacicus leucoramphus"
"Fringillidae","Cacicus","melanicterus",82.3,"Cacicus melanicterus"
"Fringillidae","Cacicus","microrhynchus",60.5,"Cacicus microrhynchus"
"Fringillidae","Cacicus","sclateri",49,"Cacicus sclateri"
"Fringillidae","Cacicus","solitarius",80.1,"Cacicus solitarius"
"Fringillidae","Cacicus","uropygialis",61.7,"Cacicus uropygialis"
"Fringillidae","Calamospiza","melanocorys",37.6,"Calamospiza melanocorys"
"Fringillidae","Calcarius","lapponicus",27.9,"Calcarius lapponicus"
"Fringillidae","Calcarius","mccownii",25.7,"Calcarius mccownii"
"Fringillidae","Calcarius","ornatus",20.3,"Calcarius ornatus"
"Fringillidae","Calcarius","pictus",26.7,"Calcarius pictus"
"Fringillidae","Callacanthis","burtoni",26.87,"Callacanthis burtoni"
"Fringillidae","Calochaetes","coccineus",46.4,"Calochaetes coccineus"
"Fringillidae","Cardellina","rubrifrons",9.8,"Cardellina rubrifrons"
"Fringillidae","Cardinalis","cardinalis",42.7,"Cardinalis cardinalis"
"Fringillidae","Cardinalis","phoeniceus",41.4,"Cardinalis phoeniceus"
"Fringillidae","Cardinalis","sinuatus",37,"Cardinalis sinuatus"
"Fringillidae","Carduelis","ambigua",14.1,"Carduelis ambigua"
"Fringillidae","Carduelis","ankoberensis",14.9,"Carduelis ankoberensis"
"Fringillidae","Carduelis","atrata",16.1,"Carduelis atrata"
"Fringillidae","Carduelis","atriceps",13.5,"Carduelis atriceps"
"Fringillidae","Carduelis","barbata",15.5,"Carduelis barbata"
"Fringillidae","Carduelis","cannabina",19.6,"Carduelis cannabina"
"Fringillidae","Carduelis","carduelis",16,"Carduelis carduelis"
"Fringillidae","Carduelis","chloris",26,"Carduelis chloris"
"Fringillidae","Carduelis","crassirostris",14.3,"Carduelis crassirostris"
"Fringillidae","Carduelis","cucullata",9.8,"Carduelis cucullata"
"Fringillidae","Carduelis","flammea",13,"Carduelis flammea"
"Fringillidae","Carduelis","flavirostris",15.4,"Carduelis flavirostris"
"Fringillidae","Carduelis","hornemanni",15.5,"Carduelis hornemanni"
"Fringillidae","Carduelis","johannis",13.4,"Carduelis johannis"
"Fringillidae","Carduelis","lawrencei",10.9,"Carduelis lawrencei"
"Fringillidae","Carduelis","magellanica",13.6,"Carduelis magellanica"
"Fringillidae","Carduelis","monguilloti",19,"Carduelis monguilloti"
"Fringillidae","Carduelis","notata",10.9,"Carduelis notata"
"Fringillidae","Carduelis","olivacea",10.6,"Carduelis olivacea"
"Fringillidae","Carduelis","pinus",12.7,"Carduelis pinus"
"Fringillidae","Carduelis","psaltria",8.8,"Carduelis psaltria"
"Fringillidae","Carduelis","siemiradzkii",10.3,"Carduelis siemiradzkii"
"Fringillidae","Carduelis","sinica",18.6,"Carduelis sinica"
"Fringillidae","Carduelis","spinescens",11.3,"Carduelis spinescens"
"Fringillidae","Carduelis","spinoides",18.6,"Carduelis spinoides"
"Fringillidae","Carduelis","spinus",13.3,"Carduelis spinus"
"Fringillidae","Carduelis","tristis",12.8,"Carduelis tristis"
"Fringillidae","Carduelis","uropygialis",14,"Carduelis uropygialis"
"Fringillidae","Carduelis","xanthogastra",12.7,"Carduelis xanthogastra"
"Fringillidae","Carduelis","yarrellii",9.8,"Carduelis yarrellii"
"Fringillidae","Carduelis","yemenensis",14.3,"Carduelis yemenensis"
"Fringillidae","Carpodacus","cassinii",26.5,"Carpodacus cassinii"
"Fringillidae","Carpodacus","edwardsii",26.5,"Carpodacus edwardsii"
"Fringillidae","Carpodacus","eos",16,"Carpodacus eos"
"Fringillidae","Carpodacus","erythrinus",24,"Carpodacus erythrinus"
"Fringillidae","Carpodacus","mexicanus",21.4,"Carpodacus mexicanus"
"Fringillidae","Carpodacus","nipalensis",22.3,"Carpodacus nipalensis"
"Fringillidae","Carpodacus","pulcherrimus",19.2,"Carpodacus pulcherrimus"
"Fringillidae","Carpodacus","puniceus",46.8,"Carpodacus puniceus"
"Fringillidae","Carpodacus","purpureus",23.3,"Carpodacus purpureus"
"Fringillidae","Carpodacus","rhodochlamys",33.5,"Carpodacus rhodochlamys"
"Fringillidae","Carpodacus","rhodochrous",17.9,"Carpodacus rhodochrous"
"Fringillidae","Carpodacus","roborowskii",27.38,"Carpodacus roborowskii"
"Fringillidae","Carpodacus","rodopeplus",23,"Carpodacus rodopeplus"
"Fringillidae","Carpodacus","roseus",28.6,"Carpodacus roseus"
"Fringillidae","Carpodacus","rubescens",22,"Carpodacus rubescens"
"Fringillidae","Carpodacus","rubicilla",43.2,"Carpodacus rubicilla"
"Fringillidae","Carpodacus","rubicilloides",42.1,"Carpodacus rubicilloides"
"Fringillidae","Carpodacus","synoicus",20.8,"Carpodacus synoicus"
"Fringillidae","Carpodacus","thura",31.4,"Carpodacus thura"
"Fringillidae","Carpodacus","trifasciatus",36,"Carpodacus trifasciatus"
"Fringillidae","Carpodacus","vinaceus",22.2,"Carpodacus vinaceus"
"Fringillidae","Caryothraustes","canadensis",34.5,"Caryothraustes canadensis"
"Fringillidae","Caryothraustes","poliogaster",41.8,"Caryothraustes poliogaster"
"Fringillidae","Catamblyrhynchus","diadema",14.2,"Catamblyrhynchus diadema"
"Fringillidae","Catamenia","analis",12,"Catamenia analis"
"Fringillidae","Catamenia","homochroa",12.2,"Catamenia homochroa"
"Fringillidae","Catamenia","inornata",13.4,"Catamenia inornata"
"Fringillidae","Chamaethlypis","poliocephala",15.5,"Chamaethlypis poliocephala"
"Fringillidae","Charitospiza","eucosma",10.6,"Charitospiza eucosma"
"Fringillidae","Chlorochrysa","calliparaea",12.5,"Chlorochrysa calliparaea"
"Fringillidae","Chlorochrysa","nitidissima",18.6,"Chlorochrysa nitidissima"
"Fringillidae","Chlorochrysa","phoenicotis",22,"Chlorochrysa phoenicotis"
"Fringillidae","Chlorophanes","spiza",19,"Chlorophanes spiza"
"Fringillidae","Chlorophonia","callophrys",17,"Chlorophonia callophrys"
"Fringillidae","Chlorophonia","cyanea",14,"Chlorophonia cyanea"
"Fringillidae","Chlorophonia","flavirostris",11,"Chlorophonia flavirostris"
"Fringillidae","Chlorophonia","occipitalis",25.8,"Chlorophonia occipitalis"
"Fringillidae","Chlorophonia","pyrrhophrys",17,"Chlorophonia pyrrhophrys"
"Fringillidae","Chlorornis","riefferii",53,"Chlorornis riefferii"
"Fringillidae","Chlorospingus","canigularis",18,"Chlorospingus canigularis"
"Fringillidae","Chlorospingus","flavigularis",25.6,"Chlorospingus flavigularis"
"Fringillidae","Chlorospingus","flavovirens",25,"Chlorospingus flavovirens"
"Fringillidae","Chlorospingus","inornatus",28,"Chlorospingus inornatus"
"Fringillidae","Chlorospingus","ophthalmicus",19.5,"Chlorospingus ophthalmicus"
"Fringillidae","Chlorospingus","parvirostris",24,"Chlorospingus parvirostris"
"Fringillidae","Chlorospingus","pileatus",21,"Chlorospingus pileatus"
"Fringillidae","Chlorospingus","semifuscus",19,"Chlorospingus semifuscus"
"Fringillidae","Chlorospingus","tacarcunae",18.9,"Chlorospingus tacarcunae"
"Fringillidae","Chlorothraupis","carmioli",36.6,"Chlorothraupis carmioli"
"Fringillidae","Chlorothraupis","frenata",38,"Chlorothraupis frenata"
"Fringillidae","Chlorothraupis","olivacea",39,"Chlorothraupis olivacea"
"Fringillidae","Chlorothraupis","stolzmanni",38.8,"Chlorothraupis stolzmanni"
"Fringillidae","Chondestes","grammacus",29,"Chondestes grammacus"
"Fringillidae","Chrysothlypis","chrysomelaena",13,"Chrysothlypis chrysomelaena"
"Fringillidae","Cissopis","leveriana",76,"Cissopis leveriana"
"Fringillidae","Clypicterus","oseryi",156.8,"Clypicterus oseryi"
"Fringillidae","Cnemoscopus","rubrirostris",18,"Cnemoscopus rubrirostris"
"Fringillidae","Coccothraustes","abeillei",48.5,"Coccothraustes abeillei"
"Fringillidae","Coccothraustes","coccothraustes",56.7,"Coccothraustes coccothraustes"
"Fringillidae","Coccothraustes","vespertinus",57.6,"Coccothraustes vespertinus"
"Fringillidae","Coereba","flaveola",8.3,"Coereba flaveola"
"Fringillidae","Compsospiza","baeri",31.6,"Compsospiza baeri"
"Fringillidae","Compsospiza","garleppi",31.6,"Compsospiza garleppi"
"Fringillidae","Compsothraupis","loricata",72.5,"Compsothraupis loricata"
"Fringillidae","Conirostrum","albifrons",31.5,"Conirostrum albifrons"
"Fringillidae","Conirostrum","bicolor",10.5,"Conirostrum bicolor"
"Fringillidae","Conirostrum","cinereum",8.8,"Conirostrum cinereum"
"Fringillidae","Conirostrum","ferrugineiventre",11.5,"Conirostrum ferrugineiventre"
"Fringillidae","Conirostrum","leucogenys",7,"Conirostrum leucogenys"
"Fringillidae","Conirostrum","margaritae",8.9,"Conirostrum margaritae"
"Fringillidae","Conirostrum","rufum",11,"Conirostrum rufum"
"Fringillidae","Conirostrum","sitticolor",11.9,"Conirostrum sitticolor"
"Fringillidae","Conirostrum","speciosum",8.8,"Conirostrum speciosum"
"Fringillidae","Conirostrum","tamarugense",10.5,"Conirostrum tamarugense"
"Fringillidae","Conothraupis","speculigera",25,"Conothraupis speculigera"
"Fringillidae","Coryphaspiza","melanotis",15.7,"Coryphaspiza melanotis"
"Fringillidae","Coryphospingus","cucullatus",14.3,"Coryphospingus cucullatus"
"Fringillidae","Coryphospingus","pileatus",15.3,"Coryphospingus pileatus"
"Fringillidae","Creurgops","dentata",19,"Creurgops dentata"
"Fringillidae","Creurgops","verticalis",24,"Creurgops verticalis"
"Fringillidae","Curaeus","curaeus",83.7,"Curaeus curaeus"
"Fringillidae","Curaeus","forbesi",64.5,"Curaeus forbesi"
"Fringillidae","Cyanerpes","caeruleus",12,"Cyanerpes caeruleus"
"Fringillidae","Cyanerpes","cyaneus",14,"Cyanerpes cyaneus"
"Fringillidae","Cyanerpes","lucidus",11.4,"Cyanerpes lucidus"
"Fringillidae","Cyanerpes","nitidus",9,"Cyanerpes nitidus"
